account_id,actual_compute_hours,actual_storage_tb,overuse_flag
d51cb5f8-3e12-45fc-b7a4-626b6d84338a,3731.4,11.75,False
0cc4827a-65bc-47cc-baa7-163a1a12bd15,1099.07,28.24,False
09c298ff-8985-44ff-b761-b9669a14ee46,775.67,72.95,False
b0d4b1d4-b8fb-4666-8c19-768672accd78,2236.24,51.46,False
72268cce-ba3d-47a9-9bfa-a34abbd6ae8b,1074.09,24.22,False
65629fff-fcba-47a6-a54c-0a621bff71b2,5979.05,8.25,False
309ef223-1dae-40fd-9aa8-8f5ffce59c07,3206.76,42.04,False
f4a63973-f853-46f9-8a40-a252843e91cb,6548.42,29.34,False
40c03de9-9b74-4aa3-b68d-2c02b6bbca29,3304.75,64.66,False
6bb967ae-6677-4793-8bc9-41a561c65c0e,5894.45,42.08,False
94b6b3ac-e91f-41b2-ad35-cb035fca71b1,5338.88,6.01,False
7d56492f-6203-463a-bd78-e0febeee1466,380.72,69.22,False
2fa97922-be95-43b0-a2e7-505f6cf5dcce,5193.46,39.31,False
4358c321-8dc0-4de6-a383-7b0d8c36cb65,1930.95,88.78,True
83eea14f-43de-4de5-9fd9-4e886598a692,4594.09,10.96,False
4be5dd12-dc56-4fca-89ec-6aa9dfc77448,3541.39,42.79,False
a0fa6a45-a008-49d6-b744-f3ec68479253,2267.17,76.03,False
dbbcba74-8538-425f-9422-eebb7a483180,7915.06,11.91,False
0d5d173c-9e50-4f1b-b2fb-295f2a75c0fa,5434.78,28.38,False
9394c025-ad22-43c2-a3ae-04ebe1c59b4e,5477.95,127.67,True
8fa1afdc-a86e-40dd-a55e-ac9ba211edfd,6706.55,5.27,False
9ff1a70e-6406-4316-b15b-d77a760c0480,3791.92,51.18,False
1b72d25d-d2d2-4771-93f6-f02765eb4610,1702.91,53.83,False
0ed4b869-7ebd-4c99-a564-1f0afe43b1b7,3201.34,18.96,False
e75173fa-f09f-43f1-ba0f-44e1dff2fb1c,541.61,31.78,False
018e15f2-7ced-4284-853b-e582073a91cf,991.34,40.35,False
49d5d1a9-b627-4ec7-91a6-0402ef3f96d5,3167.04,59.97,False
04b2db47-fd72-4fe0-840f-96dfc93dc699,3012.79,0.72,False
8f8c5ecf-b31b-460d-ba96-5fb9e302fbfa,7310.23,44.79,False
2fb88ec8-50b9-45cb-b2b8-11d3886ae383,9014.93,18.92,True
f74089b4-b013-4db5-91ee-fd42d2cbc5a3,5370.7,10.43,False
16776c7b-4aca-4c0c-bdb6-a67ce5c6c746,4484.45,13.55,False
086e9a62-816f-4332-9867-17d15d98c983,1152.82,1.65,False
7a708be7-b325-4f3c-ab2f-7f648a26753f,7472.34,63.99,False
141051b3-b8b8-43f3-b919-f6930ba8ab70,5088.63,98.84,True
69b2563d-3a60-4891-873f-63efd76de7ed,4866.32,54.47,False
421f1e82-39a4-4f9b-abb5-6f83f00adfcf,1517.42,64.36,False
bf672972-d0a1-4fae-b932-66de8f216925,4962.86,125.31,True
9ef4e2c1-399b-4fe4-a660-955d3bb500ae,4447.26,18.31,False
f35e38fe-0e55-40cd-8316-fd6b3016bcca,3068.93,56.14,False
fd3c8654-0fa2-45ce-aa8e-103680fa40b1,3462.98,37.97,False
b65f8758-b764-4ae4-a198-78177dc9fdbe,5403.03,71.67,False
1bd25679-290f-4dad-ac71-a975b2b906b5,3834.61,59.82,False
f09f8f00-3fd1-481e-8318-8620c7c175b6,6574.14,14.54,False
fd0968af-3488-47ba-9f9e-4d9ecffe0e1c,9348.09,19.17,True
626e8d68-8f25-4c5e-b42d-b9f26b5bc121,8238.8,20.19,False
f9cd14e6-12cc-47c9-892d-8385c1bc2eb3,6316.37,28.24,False
96d0e1fe-c39b-46d6-976b-e78a72b29a51,4106.48,49.35,False
f609368c-caac-4916-928d-ec8652c03dab,10513.81,8.44,True
21482012-9342-499f-a0ab-c1629a04199f,5266.05,10.85,False
ee0f7100-67f4-48fe-981b-46d2b4c00e4e,2895.12,14.93,False
2c638655-6026-492c-b8b6-d616d9c44da0,1715.31,65.58,False
b1e6ce9f-0b2a-468c-bd1a-a7866cd3ccc8,2613.02,27.2,False
8d3006bc-3866-42ef-97fd-2f8d8c1bb2c1,2945.49,2.56,False
2be7a907-e38d-4b51-b25d-998f14df3d92,3197.2,29.64,False
f451b21f-a537-4c43-9556-353354a6f982,9598.06,124.95,True
5486087d-eeb6-4e3c-a9a9-c2bf19f4038e,3345.49,11.62,False
ebf864b2-3840-40e3-8ae3-c9053433c6bb,674.27,40.18,False
12bce5f7-8a5a-4ca4-8dff-750b736af9a5,2742.44,46.85,False
7a417c56-6511-4b4d-bca1-428fdf1f6ad0,2558.99,7.6,False
7c6ff657-af08-4925-b0b5-564ddf885b9a,4385.77,34.33,False
896634b7-31b5-4270-ae09-0046d0fab10f,2023.05,15.98,False
6bd365c9-bd6d-4f4c-9b72-dd18b0696c16,1413.81,52.94,False
141ea4c9-c61d-4510-adec-75be79331e13,5402.29,32.41,False
962deab7-2fad-4176-9324-e3ce08ff48a4,1551.48,18.62,False
b6939c5c-292e-4e7f-ab9b-00bb0c7e9c89,1611.67,11.08,False
439caa28-59ff-4e0b-9ddb-b8f61e07c2b0,5722.74,0.63,False
0369eb22-a971-4077-a350-b4c212875b41,3321.51,78.51,False
0b704cdc-0eca-4e59-8e2c-0f5d741370a2,7329.79,95.88,True
5c9c0053-963b-4d47-87e5-bac80de37e23,2739.79,53.5,False
3a74fd00-10f3-4732-8802-aba6f0dd15e4,552.31,74.85,False
b4c28356-7684-46f9-90f5-a4b2275c2ef3,7910.8,10.25,False
df20420f-f8c4-4900-ae1b-fbe0db1217ae,11249.27,51.35,True
8c7401e0-9d0f-4afb-ac3e-e6ffdb2ab57e,11241.29,49.33,True
f81cf43d-d76e-44fa-ad07-97929606a809,5455.91,4.82,False
eeca1566-993d-44f4-bc56-f5ad35dad91b,6384.45,13.17,False
e26ad653-4bb2-4f73-ab2c-af4c6d9be835,4123.82,0.62,False
10a64090-cf73-457b-a555-78947196e502,1654.89,66.69,False
96b2d730-3747-4901-ba27-19d7b785c8b4,1496.09,45.82,False
6148e6f4-62d2-4a3d-9fef-1400091a2691,5608.12,21.63,False
82f52019-b520-4d93-a309-b1722796d4d1,1642.38,0.57,False
44e59ca0-925b-4639-aa39-040b8f8be9b5,2692.48,23.11,False
875e8172-bdaf-434f-9965-57caab21a558,8777.29,60.63,False
ca9ca619-35a3-441f-9392-13d6b8ca92f8,944.81,49.95,True
3caf96c3-6d4d-4fec-bf1c-ad4cf6a540e6,713.61,34.2,False
fa2183b0-e5ae-45e7-8975-ae427bf62096,5832.24,14.78,False
9c18de09-d3bd-4cce-a5c8-3df97066205c,3466.46,46.82,False
206756fa-137a-4b1f-90fc-8a3386a49089,2536.04,67.32,False
1c1f2e03-356b-4a93-9c57-07ac14a96ce1,2677.88,23.61,False
621a149e-89a6-419e-a747-d0cd120e655d,5015.48,21.4,False
533e3c39-f4b7-457e-90b5-ac603d3201ac,6839.87,37.43,False
15f77b73-91de-4411-ab11-03a40a32c355,2918.02,1.97,False
51dec33d-4d05-45dd-b798-f76e77b9cfb5,1091.37,38.37,False
62da5472-31e7-46e9-b715-1615069c0133,7105.05,55.33,False
3a245f91-785e-41ff-baf0-669345fb7c4b,1492.32,8.87,False
92000456-7e17-49b7-8c5d-4fabce386688,4315.24,75.08,True
c859b544-a104-4883-8ab4-2e7d27f6d74b,1492.94,63.02,False
6752593c-c86e-479e-9581-33cf79d5531c,3859.8,59.37,False
7ba04d44-104c-43f5-9d41-dc3d802a66d2,2348.92,43.1,False
683083a9-f7e8-4ea6-9fb1-b5179fff292c,5263.58,72.2,False
fa781892-dda4-40d7-9792-233922cdb21c,3366.62,31.8,False
a3d8a5c0-535b-42ae-af84-aea009770469,3806.63,12.83,True
1674275c-d3d3-4d5b-bb30-61426ff23498,540.46,8.89,False
4ddfbe19-6a56-47fb-9c0e-0a9a67f8b56c,446.94,6.42,False
e2a9fc19-5f9c-4784-bf8d-4af4d898ae94,4975.93,61.91,False
083ed8e0-ef21-4939-9ecf-0883bf416473,1081.95,62.65,False
f7578cd6-9650-403f-a7a5-d40198635118,4434.85,66.04,False
cfc6b163-bdbb-4041-a405-1cc2e5f5630e,7455.26,55.33,False
9d535545-060e-4b11-b49a-dcf950fc398c,3720.76,22.16,False
78ce6523-0f0f-4eb3-a24c-48ca1aeeb497,4745.12,31.55,False
06c97d87-c46b-4c4d-aa14-5742897bcae0,5469.8,49.37,False
f42181d2-d00f-4ad1-a021-6cb5c9b191d4,2172.89,46.57,True
d8fb9711-77e5-426e-b0eb-0ee32e3581d0,6626.75,20.64,False
5de3b2c4-080d-4205-98da-cae1adf2f6ea,2025.04,83.72,False
eaf65f27-27b6-4484-b787-554018ccf15f,4926.03,67.08,False
938b6a59-b0f4-4d61-8c05-480689a82f5d,3376.63,55.65,False
c8831001-3ae0-41f6-bd4f-71037bdac2da,5563.87,25.37,False
8e292e12-2803-4388-b3eb-93297d55a248,1540.52,53.28,True
4209c8ca-7b91-4cfd-8136-2c0137d94adf,703.94,33.85,False
a06f9914-c6ff-4596-9da2-dfb20f9ac37d,5193.12,36.32,False
2bdbe4fb-fd44-4938-a6d1-76d0e210425a,4221.04,12.6,True
c5a20973-3928-468b-adb9-4a8bfe50eb3a,386.04,21.01,False
40b5a48c-5b82-4616-b0e6-3980bcfc03ce,8403.14,56.89,True
4dc5c5cd-ae95-4a1d-8fb4-13ed3fc6778e,4466.78,50.84,False
2e302d47-88c6-4799-9967-18ca95a7c4b6,2895.37,8.57,True
7a66207f-a825-4430-8aa2-d3add746aea3,4636.63,43.5,False
319fe3a7-5cd4-4aee-aeb2-ec356d3232e6,1770.64,58.5,False
3c471a40-88bf-4ee3-a70b-a6f138b6b026,4946.79,21.66,False
c69cf24c-1714-491f-bcee-dcecc3881dbf,1174.65,114.2,True
68101293-78db-4820-b1c8-c63a60b04081,6147.96,71.73,True
0b646cfe-ae60-4691-8cdc-44d4ca8b561d,4958.17,53.37,False
58af6185-22c5-452a-9051-6446f66b116a,9597.16,94.39,True
3f5303de-d818-4e24-b9cc-9b7d292dc175,3869.04,53.55,False
8084779c-5e27-4083-b5d4-5ecebef2cd1e,2360.32,50.94,False
